a_mm;b_mm;c_mm;t_mm;n1;n2;Q_total;h_eq;T3;T2;T1
155.51;155.51;466.53;1.969;0.85;0.8;0.6837273127692338;2.889668482860854e-09;299.9526960570904;299.9526647249138;20.00003594672452
156.18;156.18;468.54;1.977;0.8;1.0;0.673505618305423;2.89148243159399e-09;299.95262956443923;299.95259819250487;20.000036112026052
156.22;156.22;468.67;1.978;0.9;0.7;0.6921805669412969;2.8885737713668375e-09;299.9526816959173;299.9526503556411;20.000036097668815
156.33;156.33;468.98;1.979;0.85;0.85;0.6831287052681957;2.8899978497142925e-09;299.95265152818314;299.9526201696748;20.00003613180883
156.83;156.83;470.48;1.985;0.95;0.6;0.7005019350173877;2.887500494816539e-09;299.9526710509394;299.9526397047377;20.000036212148974
157.11;157.11;471.33;1.989;0.9;0.75;0.6917651303563047;2.888890199074866e-09;299.95263531909785;299.9526039514084;20.00003630081667
157.13;157.13;471.39;1.989;0.85;0.9;0.6825351643094243;2.8903193730648492e-09;299.952607940086;299.9525765558093;20.00003631687101
157.15;261.91;261.91;2.109;0.8;0.8;0.6002344922270898;2.8649755127531472e-09;299.95310674390265;299.9530756504539;20.000038248004454
157.79;157.79;473.37;1.997;0.95;0.65;0.7002321824518818;2.887813168471176e-09;299.9526226750393;299.9525913002509;20.000036433451868
157.93;157.93;473.78;1.999;0.85;0.95;0.682066429559864;2.890618530372535e-09;299.9525648406748;299.952533430928;20.000036501679148
157.99;157.99;473.96;2.0;0.9;0.8;0.6914185880753358;2.889190929646977e-09;299.9525896758356;299.95255828117536;20.00003650381629
158.71;158.71;476.14;2.009;0.85;1.0;0.6816261346863726;2.8909075851639325e-09;299.9525226793845;299.9524912447297;20.000036686432978
158.74;158.74;476.22;2.01;0.95;0.7;0.7000600313077191;2.888104646404557e-09;299.9525751374517;299.9525437345823;20.000036673033698
158.85;158.85;476.56;2.011;0.9;0.85;0.6910900302228739;2.8894830562889826e-09;299.9525449529769;299.9525135318975;20.00003670677641
159.38;159.38;478.13;2.018;1.0;0.6;0.7085247971434567;2.8870438154606173e-09;299.9525645343865;299.95253312561044;20.00003680587432
159.68;159.68;479.04;2.021;0.95;0.75;0.6999577390748438;2.8883801787191624e-09;299.95252841981784;299.95249698936146;20.000036875478575
159.71;159.71;479.12;2.022;0.9;0.9;0.6908561982048739;2.8897549855127193e-09;299.95250079016085;299.95246934300155;20.000036909509582
160.39;160.39;481.18;2.03;1.0;0.65;0.7085585870546937;2.887317674233441e-09;299.952515878885;299.95248444138406;20.000037026493544
160.55;160.55;481.66;2.032;0.9;0.95;0.6906514314578088;2.89001795955041e-09;299.9524575482781;299.95242607559095;20.0000370936959
160.61;160.61;481.82;2.033;0.95;0.8;0.6999164233336709;2.8886400953565775e-09;299.9524824632748;299.9524510056894;20.000037096263085
161.39;161.39;484.16;2.043;0.9;1.0;0.6905568054906797;2.890258562205993e-09;299.9524148804234;299.9523833825558;20.000037296123335
161.4;161.4;484.19;2.043;1.0;0.7;0.7087352094741091;2.8875647370083912e-09;299.95246788699944;299.95243642117646;20.00003726528307
161.52;161.52;484.56;2.045;0.95;0.85;0.6998798281074244;2.8888921022909443e-09;299.9524374669784;299.95240598283823;20.00003731701398
162.39;162.39;487.16;2.056;1.0;0.75;0.7089341974375173;2.887801183199534e-09;299.95242091160105;299.9523894180647;20.000037504002083
162.43;162.43;487.28;2.056;0.95;0.9;0.6999579140253627;2.8891237690882717e-09;299.9523930123247;299.9523615019587;20.000037519029835
163.32;163.32;489.96;2.067;0.95;0.95;0.7000449186285521;2.889347074396848e-09;299.95234952573173;299.9523179897183;20.0000377210048
163.36;163.36;490.09;2.068;1.0;0.8;0.709137524651535;2.8880296665508748e-09;299.95237493677735;299.95234341612587;20.000037724197565
164.2;164.2;492.61;2.079;0.95;1.0;0.7002111385933726;2.8895536894824007e-09;299.95230678674847;299.95227522553716;20.000037941296817
164.33;164.33;492.99;2.08;1.0;0.85;0.7094484377624121;2.8882379841285172e-09;299.952329528953;299.9522979815296;20.000037944147795
165.21;165.21;275.35;1.876;0.4;0.4;0.6151823016346858;2.8667301527984907e-09;299.95406982526407;299.9540393040715;20.000034066136127
165.21;275.35;165.21;1.876;0.4;0.4;0.61594283291192;2.866612771722688e-09;299.95406783786166;299.9540373155306;20.000034064531334
165.29;165.29;495.86;2.092;1.0;0.9;0.7098216489669312;2.8884321449748844e-09;299.95228487756026;299.95225330381936;20.000038163950233
166.23;166.23;498.69;2.104;1.0;0.95;0.7102041964549175;2.8886180501774965e-09;299.95224119927997;299.9522095998026;20.000038383706368
167.16;167.16;501.49;2.116;1.0;1.0;0.7106607464936148;2.8887883444984662e-09;299.952198299564;299.9521666748173;20.000038603294822
167.16;501.49;167.16;2.116;1.0;1.0;0.7106894322587581;2.888784228572864e-09;299.95219830982774;299.95216668508846;20.000038603239563
171.51;285.85;285.85;2.302;1.0;1.0;0.6274825173861701;2.866645114587603e-09;299.9524712973094;299.95243982847666;20.000041752661012
173.62;173.62;289.37;1.971;0.6;0.6;0.5940679555766053;2.87348706640322e-09;299.9535710184845;299.9535401994852;20.00003586059815
173.62;289.37;173.62;1.971;0.6;0.6;0.5942649927696037;2.8734535067428444e-09;299.9535705850496;299.9535397658053;20.00003586012659
186.32;186.32;310.53;2.116;0.8;0.8;0.5992232195114299;2.8771763673521183e-09;299.95298865797827;299.9529574937363;20.00003853129003
186.32;310.53;186.32;2.116;0.8;0.8;0.5992773093049633;2.8771671336077033e-09;299.95298856443065;299.95295740013637;20.000038531152914
195.87;195.87;195.87;1.927;0.4;0.4;0.5909581495637226;2.84524772370443e-09;299.9544377759756;299.9544074766583;20.000034771952215
198.48;198.48;198.48;1.953;0.4;0.6;0.5739035355012049;2.8485268770774477e-09;299.95428502255163;299.9542546312359;20.00003527738614
200.88;200.88;200.88;1.976;0.4;0.8;0.5578473937624265;2.851762070409185e-09;299.9541428737876;299.95411239685;20.00003572871075
202.12;202.12;202.12;1.988;0.6;0.4;0.5801898339309802;2.849029973646426e-09;299.9541409656781;299.9541104886165;20.000035913557756
203.12;203.12;203.12;1.998;0.4;1.0;0.5420626273050252;2.8550724528372457e-09;299.9540070041439;299.95397644533506;20.000036163788327
203.35;203.35;338.91;2.309;1.0;1.0;0.6256842854921998;2.878104245275893e-09;299.9523697774214;299.95233824838743;20.0000420392047
203.35;338.91;203.35;2.309;1.0;1.0;0.6256999462588039;2.8781017598099948e-09;299.95236975718274;299.9523382281377;20.000042039164917
205.85;205.85;205.85;2.025;0.6;0.6;0.5690776596160915;2.8519808944677898e-09;299.95395833286756;299.95392774632995;20.000036614947994
206.74;206.74;206.74;2.034;0.6;0.65;0.5664189441881619;2.8526975034675663e-09;299.9539151412357;299.95388452881446;20.000036785757274
207.62;207.62;207.62;2.043;0.6;0.7;0.5637702725118399;2.8534134882112964e-09;299.9538725307579;299.9538418928031;20.000036956654263
208.18;208.18;208.18;2.048;0.65;0.6;0.5702058614920477;2.852666011070215e-09;299.9538650099205;299.95383436778184;20.000037037822484
208.49;208.49;208.49;2.051;0.6;0.75;0.5611125468320234;2.8541318000961714e-09;299.9538304782416;299.9537998150883;20.000037109274682
209.14;209.14;209.14;2.058;0.65;0.65;0.5678607956054312;2.853357473226286e-09;299.9538203778741;299.9537897090187;20.00003722658266
209.34;209.34;209.34;2.06;0.6;0.8;0.5583981904465913;2.8548562563395956e-09;299.9537891858012;299.9537584979025;20.000037280494322
210.09;210.09;210.09;2.067;0.65;0.7;0.565515110307688;2.854048629074255e-09;299.9537763794584;299.9537456842677;20.00003739703969
210.18;210.18;210.18;2.068;0.6;0.85;0.5556694537565431;2.8555843825470705e-09;299.9537484050221;299.9537176926846;20.00003743344771
210.7;210.7;210.7;2.073;0.7;0.6;0.5722068755340991;2.85327587922582e-09;299.9537679615292;299.9537372616338;20.000037496041788
211.0;211.0;211.0;2.076;0.6;0.9;0.5528840648175989;2.8563193786824345e-09;299.95370837884417;299.9536776425172;20.00003758660791
211.02;211.02;211.02;2.076;0.65;0.75;0.5631083071597265;2.854745156208116e-09;299.9537332153526;299.9537024943243;20.00003756768831
211.45;211.45;211.45;2.08;0.8;0.4;0.5849795515038339;2.851711719039685e-09;299.953767741209;299.95373704175705;20.00003760340348
211.73;211.73;211.73;2.083;0.7;0.65;0.5701554628961383;2.8539423268788325e-09;299.9537220547944;299.95369132744867;20.000037684356524
211.82;211.82;211.82;2.084;0.6;0.95;0.5501509827920575;2.857051642631809e-09;299.95366857490933;299.95363781472986;20.000037739790024
211.94;211.94;211.94;2.085;0.65;0.8;0.5606874616672601;2.8554438576264905e-09;299.9536905833829;299.95365983683683;20.00003773845563
212.62;212.62;212.62;2.092;0.6;1.0;0.5473769218933795;2.8577887120433542e-09;299.953629537307;299.95359875373146;20.0000378931549
212.75;212.75;212.75;2.093;0.7;0.7;0.5681034419100898;2.854607319482226e-09;299.9536767891595;299.95364603474974;20.000037872748887
212.85;212.85;212.85;2.094;0.65;0.85;0.5582523538433448;2.8561449486995686e-09;299.9536484698678;299.9536176981153;20.000037909344474
213.42;213.42;213.42;2.1;0.75;0.6;0.5751212688652331;2.853804302562988e-09;299.9536673205214;299.95363656079735;20.000037989475363
213.74;213.74;213.74;2.103;0.65;0.9;0.5557561069965686;2.8568523697747857e-09;299.9536071318007;299.95357633530364;20.00003808043802
213.75;213.75;213.75;2.103;0.7;0.75;0.5659855907522179;2.855277277477509e-09;299.95363237926864;299.9536015983057;20.00003806133147
214.52;214.52;214.52;2.11;0.75;0.65;0.5733492390326443;2.854445280598732e-09;299.95362028497766;299.9535894971574;20.00003817733282
214.62;214.62;214.62;2.111;0.65;0.95;0.5532518951535433;2.8575617081314012e-09;299.9535663284624;299.95353550754146;20.00003823323493
214.74;214.74;214.74;2.113;0.7;0.8;0.5638486875899253;2.8559490103095163e-09;299.9535885293934;299.95355772221393;20.00003825003103
215.48;215.48;215.48;2.12;0.65;1.0;0.5507084569109029;2.8582745299998792e-09;299.9535262856033;299.9534954407121;20.000038404613214
215.6;215.6;215.6;2.121;0.75;0.7;0.5715250612764942;2.8550879713450566e-09;299.95357415458767;299.9535433392129;20.00003838373837
215.71;215.71;215.71;2.122;0.7;0.85;0.5616369438971198;2.856627786378247e-09;299.9535455009168;299.95351466801003;20.00003842053926
216.32;216.32;216.32;2.128;0.8;0.6;0.5788291252214789;2.8542589867251654e-09;299.95356403569576;299.95353321463307;20.000038499863937
216.67;216.67;216.67;2.132;0.7;0.9;0.5594159480632944;2.8573073754913824e-09;299.9535029884887;299.95347213016504;20.00003860955861
216.67;216.67;216.67;2.132;0.75;0.75;0.5696825561283861;2.8557310976580535e-09;299.95352863928474;299.9534977967255;20.000038590246795
217.49;217.49;217.49;2.14;0.8;0.65;0.5773341714837187;2.85487278926878e-09;299.95351596881255;299.95348511906707;20.0000387240296
217.61;217.61;217.61;2.141;0.7;0.95;0.5571326479235762;2.8579927504015954e-09;299.9534612864713;299.9534304032135;20.000038780366605
217.72;217.72;217.72;2.142;0.75;0.8;0.5677603307788851;2.8563806831783556e-09;299.9534839810192;299.9534531117865;20.0000387785618
218.54;218.54;218.54;2.15;0.7;1.0;0.5548515335668648;2.8586775640561734e-09;299.9534201303213;299.9533892224574;20.000038951258432
218.64;218.64;218.64;2.151;0.8;0.7;0.5757722342253867;2.8554895678971046e-09;299.95346886588356;299.9534379880315;20.000038929965488
218.76;218.76;218.76;2.152;0.75;0.85;0.5658152255854527;2.857031940615447e-09;299.95343988777705;299.9534089922103;20.000038966990093
219.41;219.41;219.41;2.159;0.85;0.6;0.5833870357321729;2.85463333282048e-09;299.95345818417013;299.9534273003089;20.00003906385093
219.78;219.78;219.78;2.162;0.8;0.75;0.5741871909635172;2.8561065620193894e-09;299.95342240244344;299.95339149686953;20.00003913599803
219.79;219.79;219.79;2.162;0.75;0.9;0.5638513606259289;2.8576844250013435e-09;299.9533963555038;299.95336543394006;20.00003915552631
220.66;220.66;220.66;2.171;0.85;0.65;0.5821979880926953;2.8552173294449646e-09;299.95340901984736;299.95337810667957;20.000039287455255
220.8;220.8;220.8;2.172;0.75;0.95;0.5618261695587422;2.858341505410559e-09;299.95335363077527;299.95332268369594;20.000039344247664
220.91;220.91;220.91;2.173;0.8;0.8;0.5725735959766924;2.856724777371708e-09;299.9533765490967;299.95334561616755;20.000039342139665
221.8;221.8;221.8;2.182;0.75;1.0;0.5597990338873646;2.858997631066161e-09;299.9533114760685;299.9532805038163;20.000039533050213
221.88;221.88;221.88;2.183;0.85;0.7;0.5808907582141557;2.855807508050285e-09;299.9533610637102;299.9533301219554;20.0000395113017
222.01;222.01;222.01;2.184;0.8;0.85;0.5708315385824947;2.8573528050769363e-09;299.95333177166583;299.9533008120205;20.0000395485683
222.7;222.7;222.7;2.191;0.9;0.6;0.5888322889958649;2.8549243958899836e-09;299.95334994580054;299.9533189977901;20.000039644535658
223.09;223.09;223.09;2.195;0.85;0.75;0.579555645276139;2.8563977643732122e-09;299.95331376981056;299.95328279986705;20.00003973524418
223.11;223.11;223.11;2.195;0.8;0.9;0.5691167995669171;2.8579775836939116e-09;299.95328733495205;299.95325634879885;20.00003975501581
223.81;223.81;223.81;2.202;1.0;0.4;0.6041020861176012;2.853152159921738e-09;299.9533446129483;299.95331366242465;20.000039820650734
224.02;224.02;224.02;2.204;0.9;0.65;0.5878905753215278;2.8554822054222144e-09;299.9533000551277;299.95326907740605;20.000039886043368
224.18;224.18;224.18;2.206;0.8;0.95;0.567287539182442;2.8586108541546314e-09;299.9532439558794;299.9532129438464;20.000039961735325
224.28;224.28;224.28;2.207;0.85;0.8;0.5781371126903871;2.8569932348428267e-09;299.95326734415005;299.9532363465358;20.00003995938261
225.25;225.25;225.25;2.216;0.8;1.0;0.5654972113416565;2.8592393831737173e-09;299.95320094940405;299.9531699117187;20.0000401500391
225.31;225.31;225.31;2.217;0.9;0.7;0.5868264593357253;2.8560460670948734e-09;299.95325137839296;299.9532203716829;20.000040127792996
225.46;225.46;225.46;2.218;0.85;0.85;0.5766816616979529;2.8575906699739895e-09;299.95322154709345;299.95319052218576;20.000040165234157
226.18;226.18;226.18;2.225;0.95;0.6;0.5951167982915476;2.8551357356619263e-09;299.95323992742397;299.95320891427303;20.00004026035033
226.59;226.59;226.59;2.229;0.9;0.75;0.5857247491830889;2.8566106682974133e-09;299.9532034023214;299.9531723670438;20.000040351245953
226.62;226.62;226.62;2.23;0.85;0.9;0.5751542502513971;2.8581922971560827e-09;299.9531765671827;299.95314551546915;20.000040389674695
227.57;227.57;227.57;2.239;0.95;0.65;0.5944114765672001;2.8556677578995687e-09;299.9531894408;299.9531583976106;20.000040519753988
227.77;227.77;227.77;2.241;0.85;0.95;0.5736027187498371;2.8587944817017437e-09;299.95313220776785;299.9531011296207;20.000040595806357
227.86;227.86;227.86;2.242;0.9;0.8;0.5845902231984796;2.8571755378982873e-09;299.9531560600824;299.95312499661844;20.000040593197202
228.9;228.9;228.9;2.252;0.85;1.0;0.5719928403133825;2.859399368764543e-09;299.9530886849021;299.95305758082054;20.000040802099115
228.94;228.94;228.94;2.252;0.95;0.7;0.5936249927217979;2.8562024565677347e-09;299.9531399619997;299.95310888937405;20.000040760923767
229.11;229.11;229.11;2.254;0.9;0.85;0.5833639656165384;2.8577463395954626e-09;299.95310959655984;299.9530785054332;20.000040816949408
229.86;229.86;229.86;2.261;1.0;0.6;0.6022933882369905;2.8552639993106446e-09;299.95312826191997;299.95309718271784;20.00004091116945
230.3;230.3;230.3;2.266;0.95;0.75;0.5928054191479946;2.856736483463146e-09;299.9530911718952;299.95306007024743;20.00004102057586
230.34;230.34;230.34;2.266;0.9;0.9;0.5820568133481407;2.8583218827970167e-09;299.9530639793243;299.95303286103956;20.000041040889684
231.33;231.33;231.33;2.276;1.0;0.65;0.6018644086941873;2.8557668521725384e-09;299.9530770850878;299.953045975466;20.000041188375143
231.56;231.56;231.56;2.278;0.9;0.95;0.5807264106622767;2.8588971149520365e-09;299.953018982938;299.9529878378681;20.000041264918
231.63;231.63;231.63;2.279;0.95;0.8;0.5918381899763474;2.8572802429963444e-09;299.9530435159912;299.953012385995;20.000041262117268
232.24;232.24;139.34;1.87;0.4;0.4;0.6150422930166101;2.8544280563546424e-09;299.9542036874362;299.954173247492;20.000033817498554
232.76;232.76;232.76;2.29;0.9;1.0;0.5793340837151216;2.8594748354144625e-09;299.95297483346513;299.95294366211516;20.000041489105836
232.77;232.77;232.77;2.29;1.0;0.7;0.6012986330194164;2.85627638573027e-09;299.9530271489124;299.95299600960914;20.000041447435272
232.95;232.95;232.95;2.292;0.95;0.85;0.5908300794901437;2.8578251035148235e-09;299.95299650636315;299.9529653484063;20.000041503764866
234.2;234.2;234.2;2.304;1.0;0.75;0.6006900449633478;2.856786048601372e-09;299.9529779339015;299.9529467653499;20.00004170658772
234.26;234.26;234.26;2.305;0.95;0.9;0.5897860226846854;2.8583705559299558e-09;299.9529501371653;299.95291895163234;20.000041745512043
235.55;235.55;235.55;2.317;0.95;0.95;0.5886604885268676;2.8589203648894636e-09;299.9529046390198;299.9528734264296;20.000041969035752
235.61;235.61;235.61;2.318;1.0;0.8;0.5999840701934676;2.8573007146819404e-09;299.9529296218085;299.9528984245471;20.00004196593161
236.82;236.82;236.82;2.33;0.95;1.0;0.5874743048645042;2.859471818338184e-09;299.95285997925083;299.952828740104;20.00004221111431
237.01;237.01;237.01;2.332;1.0;0.85;0.5992319680101441;2.857816519259741e-09;299.9528819763673;299.9528507507958;20.00004222538149
238.27;397.12;79.42;1.532;0.4;0.4;0.7841624369287951;2.869014358863056e-09;299.953371799974;299.9533408687144;20.000027717004656
238.38;238.38;238.38;2.345;1.0;0.9;0.598336314550365;2.858341538689982e-09;299.9528354216964;299.95280416846225;20.00004246671203
239.75;239.75;239.75;2.359;1.0;0.95;0.5974627409656671;2.858861546595616e-09;299.9527892969688;299.95275801633363;20.000042726433758
241.09;241.09;241.09;2.372;1.0;1.0;0.5964664412412932;2.8593884595183714e-09;299.952744255636;299.95271294824295;20.00004296800307
244.06;244.06;146.44;1.965;0.6;0.6;0.5943898350272294;2.8609477860382573e-09;299.953701121591;299.9536703811912;20.000035602082686
250.41;417.34;83.47;1.61;0.6;0.6;0.7722488443817515;2.8729226426199228e-09;299.95277615362613;299.95274486835666;20.000029149131503
261.91;261.91;157.15;2.109;0.8;0.8;0.6001587371574718;2.864987179126048e-09;299.95310705476004;299.95307596149195;20.000038248198294
268.72;447.86;89.57;1.728;0.8;0.8;0.7944843676178869;2.873664569128189e-09;299.9521316786919;299.95210001292463;20.000031273727654
282.5;282.5;94.17;1.67;0.4;0.4;0.7054339708770704;2.856651959503261e-09;299.9537437085127;299.9537129966213;20.000030139113296
285.85;285.85;171.51;2.302;1.0;1.0;0.6274621978605298;2.866648062212069e-09;299.9524713673591;299.952439898567;20.00004175271395
293.27;488.79;97.76;1.886;1.0;1.0;0.8459166439966279;2.8719707519453652e-09;299.9514820803078;299.95145003307255;20.00003409171765
296.89;296.89;98.96;1.755;0.6;0.6;0.6902047595953577;2.861629736480867e-09;299.9531758556254;299.95314480532153;20.000031709830075
318.6;318.6;106.2;1.884;0.8;0.8;0.7056124655872802;2.8639453944204654e-09;299.9525372298516;299.9525058013578;20.000034047887436
334.94;334.94;66.99;1.417;0.4;0.4;0.854790795554758;2.8522072150914813e-09;299.95314671340503;299.9531156498008;20.000025449227007
347.72;347.72;115.91;2.056;1.0;1.0;0.7469371809619317;2.863962004745718e-09;299.9518770640314;299.9518452466885;20.000037133702072
352.0;352.0;70.4;1.489;0.6;0.6;0.8485264500131291;2.855451316478164e-09;299.95251497486566;299.9524835359009;20.000026754567326
377.74;377.74;75.55;1.598;0.8;0.8;0.8797795692274354;2.8562646278499466e-09;299.95184254756623;299.95181071153024;20.000028702369985
412.26;412.26;82.45;1.744;1.0;1.0;0.9438748221121505;2.855154097355926e-09;299.95117820243195;299.95114597619647;20.000031292841015
